井,0.957188689,1.12024747,9,14.25,NN,1,-0.054496
旁边,1.12024747,1.520612245,9,62.54,NN,1,-0.29807
有,1.928612245,2.072055702,9,8618.15,VE,1,-0.41171
堵,2.174441448,2.299579582,9,14.55,VV,1,-0.22226
残缺,2.299579582,2.629489208,9,1.1,VA,1,-0.24681
石墙,2.705330501,3.164170326,9,0.78,NN,1,-0.22895
天,4.16032114,4.312003727,9,1510.14,NN,1,-0.155
晚上,4.312003727,4.688612245,9,285.39,NT,1,-0.31136
工作,5.062832531,5.316900864,9,899.97,NN,1,-0.20854
回来,5.316900864,5.54063268,9,668.42,VV,1,-0.30071
时候,5.620266038,5.968612245,9,1555.33,NN,1,-0.37322
远远,6.696906738,6.992687782,9,17.44,AD,1,-0.22458
地,6.992687782,7.064737011,9,536.84,NN,1,-0.34001
看见,7.064737011,7.337765667,9,341.08,VV,1,-0.32448
小,7.42119109,7.572873677,9,1042.34,VA,1,-0.17508
王子,7.572873677,7.928612245,9,31.93,NN,1,-0.092159
耷拉,8.232612245,8.486761262,9,0.39,VV,1,0.031431
着,8.486761262,8.55881049,9,2983.65,VV,1,-0.32573
腿,8.55881049,8.994897927,9,111.7,NN,1,-0.27641
坐,8.994897927,9.173124967,9,423.41,VV,1,-0.30352
墙,9.286886907,9.547013279,9,50.29,NN,1,-0.28956
上,9.547013279,9.698695866,9,3409.33,VV,1,-0.33448
听见,10.33576273,10.74151365,9,77.27,VV,1,-0.33526
说话,11.03350263,11.41650116,9,267.84,VV,1,-0.36942
怎么,12.46226266,12.70461224,9,2657.98,VA,1,-0.29301
不,12.70461224,12.833885,9,20543.44,AD,1,-0.33053
记得,12.833885,13.1562105,9,414.29,VV,1,-0.30959
绝,14.28646074,14.51019256,9,40.9,AD,1,-0.18746
不,14.51019256,14.63153863,9,20543.44,AD,1,-0.5356
是,14.63153863,14.74909263,9,28253.52,VC,1,-0.35634
大概,16.14461224,16.52861224,9,143.2,AD,1,-0.33952
还,16.61858051,16.79453201,9,3884.93,AD,1,-0.39474
有,16.79453201,16.8817495,9,8618.15,VE,1,-0.4681
另,16.8817495,17.05618447,9,267.48,AD,1,-0.22772
声音,17.24199564,17.58461224,9,164.64,NN,1,-0.25268
回答,17.84493393,18.201388,9,121.32,VV,1,-0.36241
答,19.51344238,19.68061224,9,22,VV,1,-0.32975
着,19.68061224,19.76276714,9,2983.65,VV,1,-0.36546
腔,19.76276714,19.9599545,9,4.11,NN,1,-0.16856
说道,19.9599545,20.28228,9,3.16,VV,1,-0.40092
没错,20.73661224,21.05206912,9,10.19,VV,1,-0.3999
没错,21.21891997,21.53661224,9,10.19,VV,1,-0.42921
日子,22.09050997,22.39387515,9,93.48,NN,1,-0.1824
是,22.39387515,22.51522121,9,28253.52,VC,1,-0.39921
对,22.51522121,22.67828,9,3958.83,VA,1,-0.37848
但,23.63008823,23.89553275,9,2034.22,AD,1,-0.37287
地点,24.41661224,24.75261224,9,52.05,NN,1,-0.10416
不,24.75261224,24.87537992,9,20543.44,AD,1,-0.46815
是,24.87537992,24.98914186,9,28253.52,VC,1,-0.65048
继续,26.67661064,26.94963929,9,394.11,VV,1,-0.31623
朝,26.94963929,27.10526236,9,72.62,NR,1,-0.1355
墙,27.10526236,27.28728146,9,50.29,NN,1,-0.18846
走,27.28728146,27.72061224,9,1945.3,VV,1,-0.25081
去,27.28728146,27.72061224,9,4860.53,VV,1,-0.41749
还是,28.30734686,28.65661224,9,596.13,AD,1,-0.47419
看,28.65661224,28.82306765,9,3056.83,VV,1,-0.39589
不,28.82306765,28.90649308,9,20543.44,AD,1,-0.58788
到,28.90649308,29.06955186,9,4159.42,VV,1,-0.46831
也,29.76061224,29.87694495,9,3928.9,AD,1,-0.4551
听,29.87694495,30.06275612,9,1636.18,VV,1,-0.36313
不,30.06275612,30.13859741,9,20543.44,AD,1,-0.53718
见,30.13859741,30.38461224,9,874.61,VV,1,-0.26229
别人,30.7832484,31.16624693,9,346.18,NN,1,-0.46231
可是,32.09909484,32.29379356,9,349.93,AD,1,-0.44429
小,32.29379356,32.46064441,9,1042.34,VA,1,-0.20253
王子,32.46064441,32.82089055,9,31.93,NN,1,-0.051725
又,32.82089055,33.00670172,9,1060.05,AD,1,-0.41421
回答,33.00670172,33.30248276,9,121.32,VV,1,-0.36249
道,33.30248276,33.48829393,9,111.99,NN,1,-0.18424
