我,0.042026402,0.135102793,2,50147.83,PN,0,
还,0.135102793,0.289260565,2,3884.93,AD,1,-0.47294
了解,0.289260565,0.612119296,2,301.88,VV,1,-0.34159
到,0.612119296,0.810290249,2,4159.42,VV,1,-0.43928
另,1.042290249,1.208389924,2,267.48,AD,1,-0.22859
一,1.208389924,1.371273608,2,6069.96,CD,0,
件,1.371273608,1.519614106,2,583.31,M,0,
重要,1.519614106,1.784300092,2,348.08,VA,1,-0.36742
的,1.784300092,1.868650571,2,50155.13,DEG,0,
事儿,1.868650571,2.118793371,2,104,NN,1,-0.003399
就是,2.79561628,3.022489982,2,838.75,AD,1,-0.35209
他,3.022489982,3.162104568,2,11853.78,PN,0,
老家,3.162104568,3.479146024,2,7.99,NN,1,-0.073215
所在,3.479146024,3.804913392,2,24.53,VV,1,-0.31242
的,3.804913392,3.897989783,2,50155.13,DEG,0,
那个,3.897989783,4.095777113,2,1234.61,DT,0,
星球,4.095777113,4.522290249,2,43.34,NN,1,-0.20659
比,4.802290249,4.907011064,2,637.06,P,0,
一,4.907011064,4.968092446,2,6069.96,CD,0,
座,4.968092446,5.113524307,2,93.36,NN,1,-0.056945
房子,5.113524307,5.456743497,2,245.12,NN,1,-0.33715
大,5.456743497,5.648713553,2,1343.24,VA,1,-0.23499
不,5.648713553,5.759241768,2,20543.44,AD,1,-0.25435
了,5.759241768,5.86104407,2,28210.53,PU,0,
多少,5.86104407,6.218806447,2,297.05,CD,0,
这,7.068766114,7.217106612,2,8554.9,PN,0,
倒,7.217106612,7.353812561,2,181.6,VV,1,-0.30489
并,7.353812561,7.510878971,2,578.12,AD,1,-0.2967
没有,7.510878971,7.752295859,2,3226.48,VE,1,-0.45116
使,7.752295859,7.912270906,2,146.51,VV,1,-0.33023
我,7.912270906,7.987895473,2,50147.83,PN,0,
感到,7.987895473,8.243943413,2,197.1,VV,1,-0.34885
太,8.243943413,8.406827096,2,1942.11,AD,1,-0.26456
奇怪,8.406827096,8.819853581,2,173.88,VA,1,-0.30935
我,9.503383325,9.640302266,2,50147.83,PN,0,
知道,9.640302266,9.962290249,2,5864.84,VV,1,-0.37003
除,10.32383201,10.48089842,2,17.32,P,0,
地球,10.48089842,10.93755446,2,68.35,NN,1,-0.26649
木星,10.93755446,11.33029025,2,1.76,NR,1,-0.25328
火星,11.33029025,11.74756138,2,10.11,NN,1,-0.37825
金星,11.74756138,12.15429025,2,1.07,NR,1,-0.37876
这,12.15429025,12.48926387,2,8554.9,PN,0,
几,12.48926387,12.62306118,2,668.65,CD,0,
个,12.62306118,12.72777212,2,5184,M,0,
有,12.72777212,12.89356444,2,8618.15,VE,1,-0.39922
名称,12.89356444,13.25423546,2,4.05,NN,1,-0.11512
的,13.25423546,13.31531684,2,50155.13,DEG,0,
大,13.31531684,13.4840178,2,1343.24,VA,1,-0.21798
