onset,amplitude
0.716673332,-0.10893
1.434208617,-0.21175
1.929736631,-0.31141
2.145140394,-0.33908
2.660975722,-0.24572
3.21649069,-0.42277
3.21649069,-0.18974
3.562270416,-0.29112
3.987409422,-0.28555
4.820681875,-0.22388
5.202208617,-0.044103
5.775124412,-0.3072
6.098230057,-0.2237
6.489357943,-0.18097
6.687756146,-0.2798
6.842208617,-0.11592
8.22959361,-0.52854
8.386208617,-0.36013
8.79520012,-0.31482
8.931244602,-0.2641
9.288361368,-0.29402
9.46975401,-0.28148
9.622804053,-0.20725
10.0309375,-0.37296
11.67480832,-0.29018
12.5293002,-0.31753
12.84673733,-0.1115
13.11420862,-0.34197
14.25253031,-0.52846
15.0404546,-0.14229
15.39757137,-0.22155
15.92093536,-0.18542
17.02062826,-0.50833
18.12220862,-0.39861
18.51711756,-0.26781
19.18475743,-0.52174
19.5985594,-0.31747
19.80829464,0.013273
19.90465949,-0.2699
20.42616333,-0.32572
21.30478395,-0.072268
21.40114879,-0.32876
22.18907308,-0.43175
22.59153801,-0.35033
24.1772245,-0.34825
24.74407651,-0.57377
25.60002304,-0.26034
25.89478608,-0.048195
26.20088617,-0.12971
26.28220862,-0.17618
26.52966033,-0.11378
28.25081904,-0.48595
29.04441186,-0.37996
29.96271211,-0.25306
29.96271211,-0.35849
30.38946488,-0.20545
32.05820862,-0.4152
32.71355811,-0.49201
33.11035452,-0.31774
34.48968729,-0.14239
34.69942253,-0.14426
34.80145589,-0.4572
35.20958934,-0.45426
35.93515991,-0.41573
36.59837676,-0.22757
36.79677496,-0.37436
37.56769369,-0.29783
37.89574463,-0.22521
38.12248543,-0.30438
39.03420862,-0.36458
39.67565993,-0.26175
40.2311749,-0.12229
40.53727499,-0.14274
40.77020862,-0.39717
41.32912228,-0.31276
41.45949824,-0.36376
42.26442809,-0.39105
42.5478541,-0.41899
42.95598754,-0.37259
43.35278395,-0.30645
44.37311756,-0.23929
44.83793621,-0.048899
45.44959832,-0.26809
45.56296872,-0.3225
45.94275957,-0.38717
48.24417873,-0.46942
49.56188919,-0.40373
49.82830964,-0.38466
49.96435412,-0.3674
50.10606712,-0.49199
50.57655429,-0.24068
51.42116378,-0.55257
51.77820862,-0.38919
51.88598243,-0.39024
52.07739815,-0.44397
52.50820568,-0.28566
53.68220862,-0.49835
54.56020995,-0.40666
54.65090627,-0.56816
54.80962484,-0.31915
55.23420862,-0.33318
55.879476,-0.62689
56.16220862,-0.33099
56.80911329,-0.14989
58.05051919,-0.451
58.8724546,-0.45216
58.98015648,-0.38558
59.19556025,-0.22196
59.28058805,-0.39014
59.46764921,-0.43083
59.77263724,-0.043693
61.59223219,-0.44151
61.88132672,-0.50953
62.17608976,-0.22126
63.34723072,-0.39254
63.88574013,-0.33849
64.96842747,-0.38559
65.11580899,-0.4816
65.43324612,-0.38497
66.04544629,-0.21513
67.49107993,-0.26204
68.2449931,-0.31436
68.67580063,-0.30922
70.01357137,-0.45076
70.37020862,-0.38467
71.22716889,-0.3693
72.02620862,-0.21913
72.37220995,-0.11694
73.69864365,-0.51429
74.39809661,-0.24754
74.49446145,-0.48415
75.1576783,-0.32613
75.44677283,-0.26631
76.93020862,-0.46951
77.58720012,-0.14654
77.88763168,-0.25609
78.25820862,-0.070137
78.75491526,-0.52891
79.20272834,-0.25781
79.40679507,-0.28831
79.54283955,-0.18753
80.03420862,-0.041018
80.92028993,-0.53537
81.20134642,-0.38693
81.53820862,-0.34061
82.13665224,-0.38481
82.39173564,-0.46576
82.5221116,-0.44513
82.82821169,-0.23699
83.23634513,-0.26163
85.93774503,-0.39452
86.14748027,-0.45687
86.31186735,-0.44008
86.75968044,-0.3401
87.53059917,-0.15986
88.22141141,0.028935
89.25020862,-0.35613
90.05801192,-0.19949
90.53983613,-0.20444
90.74390285,-0.40146
91.31432801,-0.32494
91.71679293,-0.36039
92.84220862,-0.50196
93.45136008,-0.19885
94.12591397,-0.32699
94.23750936,-0.31223
94.62296872,-0.39898
95.04243921,-0.22307
96.8733712,-0.37034
98.03607223,-0.34719
98.31382972,-0.3835
99.72220862,-0.5763
100.4905414,-0.27582
100.9270175,-0.10744
101.1084101,-0.36494
101.216112,-0.38833
101.5382086,-0.43013
101.6355825,-0.2237
101.9067908,-0.36999
102.105189,-0.15536
103.0404948,-0.11105
103.1368597,-0.35047
103.3069153,-0.1057
103.5142086,-0.30453
104.077834,-0.47904
104.4632934,-0.44745
104.656023,-0.39578
105.0301454,-0.36722
108.2872266,-0.1576
108.530973,-0.10613
108.7302086,-0.3256
110.1266706,-0.3352
110.3930911,-0.39172
111.4757784,-0.46146
112.8113203,-0.23617
113.1514315,-0.047322
113.4065149,-0.53663
114.5345504,-0.41812
115.0220431,-0.3719
117.1276317,-0.56367
117.4337318,-0.34457
118.0459319,-0.26996
119.2136471,-0.388
119.4573934,-0.5265
120.484526,-0.25641
120.9606817,-0.32131
121.181754,-0.19536
122.0943857,-0.23364
122.4344969,-0.13648
