onset,amplitude
1.12024747,2.65676
1.520612245,4.13581
2.072055702,9.06163
2.299579582,2.67759
2.629489208,0.0953102
3.164170326,-0.248461
4.312003727,7.31996
4.688612245,5.65386
5.316900864,6.80236
5.54063268,6.50492
5.968612245,7.34944
6.992687782,2.85877
7.064737011,6.2857
7.337765667,5.83212
7.572873677,6.94922
7.928612245,3.46355
8.486761262,-0.941609
8.55881049,8.0009
8.994897927,4.71582
9.173124967,6.04834
9.547013279,3.91781
9.698695866,8.13427
10.74151365,4.34731
11.41650116,5.59039
12.70461224,7.88532
12.833885,9.9303
13.1562105,6.02657
14.51019256,3.71113
14.63153863,9.9303
14.74909263,10.249
16.52861224,4.96424
16.79453201,8.26486
16.8817495,9.06163
17.05618447,5.58904
17.58461224,5.10376
18.201388,4.79843
19.68061224,3.09104
19.76276714,8.0009
19.9599545,1.41342
20.28228,1.15057
21.05206912,2.32141
21.53661224,2.32141
22.39387515,4.53775
22.51522121,10.249
22.67828,8.2837
23.89553275,7.61787
24.75261224,3.9522
24.87537992,9.9303
24.98914186,10.249
26.94963929,5.97663
27.10526236,4.28524
27.28728146,3.91781
27.72061224,7.57317
27.72061224,8.4889
28.65661224,6.39046
28.82306765,8.02513
28.90649308,9.9303
29.06955186,8.33313
29.87694495,8.27611
30.06275612,7.40012
30.13859741,9.9303
30.38461224,6.77378
31.16624693,5.84696
32.29379356,5.85773
32.46064441,6.94922
32.82089055,3.46355
33.00670172,6.96607
33.30248276,4.79843
33.48829393,4.71841
34.72061224,6.66488
35.48858932,8.97805
35.81470689,3.09241
35.98914186,8.13427
36.27261224,6.68258
36.83261224,1.9713
37.22156288,10.249
37.83587735,6.54577
38.15087661,6.86449
39.46293099,6.92166
39.52739609,8.0009
39.74733584,9.01752
39.91797875,6.65415
41.00462753,6.60365
41.35261224,2.23965
41.95643576,8.4889
43.53106251,3.91781
43.81925942,4.45852
43.93681343,9.06163
44.39565325,4.50469
44.54461224,5.27735
45.29023947,7.22614
45.64290149,3.2554
46.02969208,8.27611
46.21550325,8.07915
46.56861224,5.83212
47.45008057,6.94922
47.91271246,3.46355
48.23883003,3.05777
48.54598726,4.60046
48.73179843,6.96607
48.96061224,8.81957
50.3130894,0.951658
50.63674803,3.23357
51.88861224,5.41174
52.50623591,9.9303
52.65033437,8.97805
52.81339315,4.98709
53.39336082,5.89404
53.39336082,6.81919
53.45661224,6.2857
53.8029038,4.68896
54.86847397,2.44322
54.94431527,6.2857
55.24768044,3.02675
56.35546736,7.61787
56.81809925,4.46706
56.92806912,9.9303
57.25661224,6.6034
57.87229323,10.249
58.18026009,7.88532
58.31298235,6.80461
58.59359514,7.97688
60.01661224,7.87352
60.77054818,8.4889
61.81715803,6.94922
62.10156288,3.46355
62.32861224,8.81957
63.26120211,8.86985
63.50768631,5.9402
65.16061224,4.06268
65.95361798,8.27611
66.14322121,4.28524
66.48071497,0.29267
66.61343723,7.34558
66.84854524,8.02513
67.02298022,8.4889
67.90653129,7.34558
68.31430204,5.53442
69.18647691,9.01752
70.37339315,5.9212
70.5780941,3.37348
70.81661224,3.4174
71.35167529,3.96119
71.35167529,6.40203
71.64061224,2.14359
71.85981196,4.74345
71.93186119,8.0009
72.07595965,6.94922
72.41661224,3.46355
73.47683547,6.14949
73.69677522,3.37348
73.91261224,3.4174
74.74338507,5.79536
74.84956288,9.01752
74.98607721,8.51075
75.28565032,5.35281
75.84061224,2.91506
76.87483253,3.27488
77.15165325,3.69932
77.31091997,2.20387
77.67495818,3.37861
78.09966942,3.1553
78.20584723,7.15098
78.55261224,2.91181
79.257388,3.27488
79.40907059,5.90702
79.71261224,5.9964
80.81592658,5.85773
81.15727515,5.29617
81.76861224,0.336472
82.52241843,3.4174
82.67030895,5.98605
82.89404077,7.31141
83.15261224,3.0121
83.62606691,0.0676586
84.17970835,-3.50656
84.42998462,6.75732
85.16943723,3.9936
85.3552484,3.05636
85.46901034,6.26465
85.68136596,3.09241
85.7951279,7.54233
85.99231527,8.4889
87.61516097,-1.42712
87.73661224,6.2857
88.438039,3.73481
88.85137405,0.457425
88.9954725,6.94622
89.35192658,3.05636
89.35192658,5.52378
89.47706472,8.0009
90.20268404,3.41477
90.56293019,2.37584
90.95730491,3.26919
91.11657163,3.81749
91.55261224,0.598837
92.93460843,4.0455
93.20384502,3.91781
93.20384502,4.61413
93.64061224,7.34944
94.36800887,4.1444
94.9444027,6.19015
95.09229323,6.94922
95.42461224,3.46355
95.79261651,5.78999
96.48277228,1.51732
96.65661224,6.94622
97.93661224,2.23645
98.46133878,3.36246
98.82158492,6.75732
99.31455333,-1.30933
100.1243846,10.249
100.2950275,6.2997
101.0726122,1.06126
102.325607,1.25846
102.4962499,4.71841
103.4632264,7.88532
103.7172947,3.96405
104.1306297,3.4174
104.2199838,8.27611
104.3944188,5.85039
104.4892204,6.40203
104.6674475,5.58702
104.7925856,8.61601
106.5976084,3.00766
107.3899052,6.59558
107.5606122,4.77786
107.6629338,8.0009
108.2165753,-1.02165
108.2165753,3.22406
108.7171278,-2.12026
109.6666553,7.35441
109.8966122,5.42045
110.4478207,-0.941609
111.2669066,-0.0833816
111.8754272,8.21356
112.1029511,6.03416
112.565583,5.42045
113.9206122,2.34469
115.0726122,8.27611
115.1538913,9.9303
115.3055739,5.55401
115.4496724,7.42941
115.6127311,6.41305
116.8806122,3.05636
116.9639927,6.2857
117.1649721,8.02513
117.2711499,8.0009
118.1926217,7.35441
118.6166122,1.01885
118.9633799,1.43508
119.0771419,8.0009
119.6421595,3.641
120.7228979,5.28371
121.2166122,5.58702
121.8345372,9.01752
122.001388,7.31141
122.236496,7.68114
122.6687914,-0.287682
123.0486122,2.95959
123.4878774,7.0681
123.753011,-2.81341
124.0942968,4.84741
124.3900779,4.17053
124.750324,3.99912
125.0566122,6.75732
125.7703894,1.77495
125.9069038,8.0009
127.1740576,8.2837
127.4886122,8.81957
128.7201845,8.69606
129.1446122,6.19697
130.3735247,6.49166
131.0566122,3.93065
131.6246122,2.41948
132.1052675,7.03574
133.4006122,3.25192
133.9339783,9.01752
134.1366122,7.76677
134.5046122,5.63128
134.7116833,8.4889
136.0199814,7.88532
136.2677796,8.67673
137.8727492,6.36709
137.9909299,10.249
138.0938614,8.61601
138.3642154,7.50933
139.7595097,8.07915
140.2665429,6.67791
140.6973305,5.76255
140.8879445,7.34558
141.8529522,5.23618
141.9520715,6.2857
142.2379924,5.09043
142.5620362,2.73112
142.9046122,6.80236
143.9802042,9.9303
144.2806122,4.79843
144.8406122,6.9023
145.7389903,5.98605
146.0058499,4.15982
146.3451428,1.15057
147.7703679,8.27611
148.140159,6.75732
149.367713,6.60365
150.1526122,8.86985
150.5286122,5.63128
150.7382677,8.4889
152.3586417,6.78772
153.5099501,1.27536
153.5709466,6.2857
153.8416184,8.81957
155.4966122,5.63128
156.2040291,8.86985
156.4327659,5.27735
156.5509466,8.05058
156.7873079,7.35763
157.5650129,8.86985
157.8566122,5.72251
157.9841872,8.05058
158.2434222,7.35763
159.958948,5.68085
160.0390059,6.2857
160.4309451,5.28371
161.220087,6.51286
161.6584991,4.15088
161.738557,9.9303
162.1926122,2.67965
162.4781392,4.64439
164.0240291,3.48554
164.458629,4.74519
164.7446122,6.75732
165.3606122,2.24601
165.6251865,4.2008
165.9686122,1.52388
166.7892845,5.85773
167.1819493,6.45424
167.3039422,8.33313
168.2524187,1.01885
168.3324766,6.2857
168.6374589,8.0009
169.1826149,5.28913
169.1826149,4.76217
169.5286122,1.36354
169.9031357,-3.50656
170.2806122,5.44471
171.0471484,8.75228
171.1958273,5.00368
171.3902536,5.50126
171.5313079,6.37045
172.4615041,5.98605
172.799075,7.88532
172.8905697,8.27611
173.0806122,5.03168
173.1841152,9.9303
173.3556678,8.33313
174.5755972,6.2857
175.0368831,3.31127
175.79054,8.69606
176.2006122,3.05636
177.0371554,2.50307
177.1400869,8.0009
177.4966122,2.15292
177.9059783,6.54577
179.5528831,9.06163
180.3871766,4.72854
180.7950905,3.03399
181.7176622,3.03399
182.3606122,3.80355
183.3182098,3.03399
185.5786135,6.83104
185.7044187,8.0009
186.0551484,1.27536
186.6086122,0.737164
187.6520418,3.42133
189.4971851,6.92166
189.7602324,8.69606
190.0423411,5.89404
190.3766122,6.81919
190.8240136,6.99803
191.0527504,7.32757
191.5366122,2.14359
191.9486361,2.22678
192.2803044,2.04769
192.5366122,7.01127
193.8566122,3.42816
194.9787885,8.2837
195.3446122,8.81957
196.2796819,5.44328
196.4664836,2.98669
198.2620673,5.24265
199.1609373,10.249
199.5078547,2.28646
200.7770839,5.98605
201.0401312,2.93757
201.1163768,6.2857
201.3146154,5.28614
201.3908609,8.0009
201.6195977,8.81957
202.9996429,6.60365
203.4486122,5.65386
204.4650976,8.97805
204.6557116,4.87527
204.7510185,8.05058
205.0407518,6.86843
