Ⅱ_NOUN	1940	2	1
Ⅱ_NOUN	1942	11	2
Ⅱ_NOUN	1946	2	1
Ⅱ_NOUN	1948	1	1
Ⅱ_NOUN	1949	2	2
Ⅱ_NOUN	1950	3	1
Ⅱ_NOUN	1951	1	1
Ⅱ_NOUN	1952	4	4
Ⅱ_NOUN	1955	2	2
Ⅱ_NOUN	1956	1	1
Ⅱ_NOUN	1957	1	1
Ⅱ_NOUN	1958	7	4
Ⅱ_NOUN	1959	7	4
Ⅱ_NOUN	1960	7	3
Ⅱ_NOUN	1963	12	2
Ⅱ_NOUN	1964	2	2
Ⅱ_NOUN	1965	2	1
Ⅱ_NOUN	1966	9	6
Ⅱ_NOUN	1967	3	1
Ⅱ_NOUN	1968	7	6
Ⅱ_NOUN	1969	46	3
Ⅱ_NOUN	1970	24	9
Ⅱ_NOUN	1971	3	2
Ⅱ_NOUN	1972	17	3
Ⅱ_NOUN	1973	25	7
Ⅱ_NOUN	1975	8	5
Ⅱ_NOUN	1976	20	9
Ⅱ_NOUN	1977	7	4
Ⅱ_NOUN	1978	48	13
Ⅱ_NOUN	1979	37	11
Ⅱ_NOUN	1980	19	10
Ⅱ_NOUN	1981	10	8
Ⅱ_NOUN	1982	16	7
Ⅱ_NOUN	1983	24	15
Ⅱ_NOUN	1984	25	7
Ⅱ_NOUN	1985	22	10
Ⅱ_NOUN	1986	34	7
Ⅱ_NOUN	1987	11	7
Ⅱ_NOUN	1988	61	23
Ⅱ_NOUN	1989	70	15
Ⅱ_NOUN	1990	30	14
Ⅱ_NOUN	1991	45	14
Ⅱ_NOUN	1992	17	10
Ⅱ_NOUN	1993	9	8
Ⅱ_NOUN	1994	43	23
Ⅱ_NOUN	1995	58	13
Ⅱ_NOUN	1996	10	8
Ⅱ_NOUN	1997	17	11
Ⅱ_NOUN	1998	30	16
Ⅱ_NOUN	1999	14	9
Ⅱ_NOUN	2000	23	14
Ⅱ_NOUN	2001	17	10
Ⅱ_NOUN	2002	21	12
Ⅱ_NOUN	2003	24	12
Ⅱ_NOUN	2004	20	10
Ⅱ_NOUN	2005	41	21
Ⅱ_NOUN	2006	23	16
Ⅱ_NOUN	2007	353	11
Ⅱ_NOUN	2008	9	7
Ⅱ_NOUN	2009	5	3
œ_NOUN	1911	2	1
œ_NOUN	1929	1	1
œ_NOUN	1932	1	1
œ_NOUN	1944	1	1
œ_NOUN	1951	1	1
œ_NOUN	1952	1	1
œ_NOUN	1954	1	1
œ_NOUN	1958	1	1
œ_NOUN	1961	2	2
œ_NOUN	1963	9	4
œ_NOUN	1964	9	1
œ_NOUN	1966	1	1
œ_NOUN	1968	3	3
œ_NOUN	1970	1	1
œ_NOUN	1977	3	1
œ_NOUN	1978	1	1
œ_NOUN	1979	2	1
œ_NOUN	1980	2	1
œ_NOUN	1981	9	4
œ_NOUN	1982	3	2
œ_NOUN	1983	1	1
œ_NOUN	1984	4	3
œ_NOUN	1986	2	2
œ_NOUN	1987	2	1
œ_NOUN	1988	1	1
œ_NOUN	1989	1	1
œ_NOUN	1990	6	3
œ_NOUN	1991	1	1
œ_NOUN	1992	15	3
œ_NOUN	1993	7	2
œ_NOUN	1994	6	2
œ_NOUN	1995	7	2
œ_NOUN	1996	1	1
œ_NOUN	1997	1	1
œ_NOUN	1998	2	2
œ_NOUN	2000	1	1
œ_NOUN	2002	1	1
œ_NOUN	2007	1	1
Ⅰ_NOUN	1662	1	1
Ⅰ_NOUN	1720	1	1
Ⅰ_NOUN	1723	1	1
Ⅰ_NOUN	1759	1	1
Ⅰ_NOUN	1808	1	1
Ⅰ_NOUN	1818	1	1
Ⅰ_NOUN	1823	1	1
Ⅰ_NOUN	1827	2	1
Ⅰ_NOUN	1831	1	1
Ⅰ_NOUN	1837	1	1
Ⅰ_NOUN	1841	1	1
Ⅰ_NOUN	1842	1	1
Ⅰ_NOUN	1843	1	1
Ⅰ_NOUN	1847	1	1
Ⅰ_NOUN	1861	2	2
Ⅰ_NOUN	1863	4	3
Ⅰ_NOUN	1864	1	1
Ⅰ_NOUN	1865	1	1
Ⅰ_NOUN	1870	1	1
Ⅰ_NOUN	1873	1	1
Ⅰ_NOUN	1875	1	1
Ⅰ_NOUN	1876	1	1
Ⅰ_NOUN	1879	4	3
Ⅰ_NOUN	1883	1	1
Ⅰ_NOUN	1889	1	1
Ⅰ_NOUN	1891	3	3
Ⅰ_NOUN	1892	1	1
Ⅰ_NOUN	1894	1	1
Ⅰ_NOUN	1895	3	2
Ⅰ_NOUN	1899	2	2
Ⅰ_NOUN	1904	1	1
Ⅰ_NOUN	1907	1	1
Ⅰ_NOUN	1910	4	1
Ⅰ_NOUN	1914	1	1
Ⅰ_NOUN	1920	14	1
Ⅰ_NOUN	1925	2	1
Ⅰ_NOUN	1927	1	1
Ⅰ_NOUN	1929	4	3
Ⅰ_NOUN	1930	3	3
Ⅰ_NOUN	1931	6	2
Ⅰ_NOUN	1932	1	1
Ⅰ_NOUN	1934	3	2
Ⅰ_NOUN	1935	3	1
Ⅰ_NOUN	1937	1	1
Ⅰ_NOUN	1940	18	2
Ⅰ_NOUN	1941	1	1
Ⅰ_NOUN	1942	16	2
Ⅰ_NOUN	1944	1	1
Ⅰ_NOUN	1945	2	1
Ⅰ_NOUN	1946	12	2
Ⅰ_NOUN	1947	2	2
Ⅰ_NOUN	1948	1	1
Ⅰ_NOUN	1949	4	4
Ⅰ_NOUN	1950	15	4
Ⅰ_NOUN	1951	4	2
Ⅰ_NOUN	1952	5	3
Ⅰ_NOUN	1953	3	2
Ⅰ_NOUN	1954	1	1
Ⅰ_NOUN	1955	6	3
Ⅰ_NOUN	1956	6	4
Ⅰ_NOUN	1957	2	2
Ⅰ_NOUN	1958	69	6
Ⅰ_NOUN	1959	21	3
Ⅰ_NOUN	1960	19	4
Ⅰ_NOUN	1961	17	6
Ⅰ_NOUN	1962	9	4
Ⅰ_NOUN	1963	124	10
Ⅰ_NOUN	1964	11	8
Ⅰ_NOUN	1965	50	9
Ⅰ_NOUN	1966	105	12
Ⅰ_NOUN	1967	30	6
Ⅰ_NOUN	1968	176	9
Ⅰ_NOUN	1969	36	10
Ⅰ_NOUN	1970	21	6
Ⅰ_NOUN	1971	37	7
Ⅰ_NOUN	1972	38	12
Ⅰ_NOUN	1973	25	13
Ⅰ_NOUN	1974	82	8
Ⅰ_NOUN	1975	34	12
Ⅰ_NOUN	1976	34	16
Ⅰ_NOUN	1977	37	13
Ⅰ_NOUN	1978	84	19
Ⅰ_NOUN	1979	121	16
Ⅰ_NOUN	1980	60	20
Ⅰ_NOUN	1981	82	18
Ⅰ_NOUN	1982	129	22
Ⅰ_NOUN	1983	70	26
Ⅰ_NOUN	1984	96	19
Ⅰ_NOUN	1985	140	27
Ⅰ_NOUN	1986	58	23
Ⅰ_NOUN	1987	109	27
Ⅰ_NOUN	1988	327	51
Ⅰ_NOUN	1989	151	51
Ⅰ_NOUN	1990	199	42
Ⅰ_NOUN	1991	84	24
Ⅰ_NOUN	1992	77	35
Ⅰ_NOUN	1993	90	34
Ⅰ_NOUN	1994	183	49
Ⅰ_NOUN	1995	115	33
Ⅰ_NOUN	1996	117	24
Ⅰ_NOUN	1997	70	20
Ⅰ_NOUN	1998	90	29
Ⅰ_NOUN	1999	67	26
Ⅰ_NOUN	2000	74	30
Ⅰ_NOUN	2001	50	21
Ⅰ_NOUN	2002	181	60
Ⅰ_NOUN	2003	123	28
Ⅰ_NOUN	2004	21	11
Ⅰ_NOUN	2005	80	44
Ⅰ_NOUN	2006	73	37
Ⅰ_NOUN	2007	36	15
Ⅰ_NOUN	2008	12	4
Ⅰ_NOUN	2009	6	3
ß	1889	2	1
ß	1911	1	1
ß	1917	4	1
ß	1929	8	1
ß	1934	1	1
ß	1935	2	1
ß	1937	5	1
ß	1950	2	1
ß	1952	3	1
ß	1953	7	2
ß	1954	2	1
ß	1956	1	1
ß	1958	3	2
ß	1959	2	1
ß	1960	3	2
ß	1961	15	7
ß	1962	9	4
ß	1963	2	2
ß	1964	1	1
ß	1965	11	4
ß	1966	9	3
ß	1967	3	2
ß	1968	29	7
ß	1969	34	3
ß	1971	8	4
ß	1973	3	2
ß	1974	3	2
ß	1975	11	3
ß	1976	5	3
ß	1977	8	5
ß	1978	1	1
ß	1979	10	1
ß	1980	7	4
ß	1981	14	6
ß	1982	12	6
ß	1983	4	2
ß	1984	4	2
ß	1985	12	5
ß	1986	6	6
ß	1987	7	5
ß	1988	8	6
ß	1989	10	9
ß	1990	27	12
ß	1991	6	3
ß	1992	15	5
ß	1993	92	9
ß	1994	10	3
ß	1995	3	2
ß	1996	7	4
ß	1997	4	4
ß	1998	19	3
ß	1999	3	3
ß	2000	3	3
ß	2001	1	1
ß	2002	2	2
ß	2003	13	3
ß	2004	3	2
ß	2005	6	5
ß	2006	7	4
ß	2007	25	5
Ⅲ_NOUN	1863	1	1
Ⅲ_NOUN	1939	1	1
Ⅲ_NOUN	1954	1	1
Ⅲ_NOUN	1959	1	1
Ⅲ_NOUN	1960	1	1
Ⅲ_NOUN	1963	2	2
Ⅲ_NOUN	1964	1	1
Ⅲ_NOUN	1966	1	1
Ⅲ_NOUN	1970	1	1
Ⅲ_NOUN	1972	5	4
Ⅲ_NOUN	1973	1	1
Ⅲ_NOUN	1975	1	1
Ⅲ_NOUN	1976	2	2
Ⅲ_NOUN	1977	1	1
Ⅲ_NOUN	1979	1	1
Ⅲ_NOUN	1980	2	1
Ⅲ_NOUN	1981	6	6
Ⅲ_NOUN	1983	5	5
Ⅲ_NOUN	1985	3	2
Ⅲ_NOUN	1986	1	1
Ⅲ_NOUN	1988	17	10
Ⅲ_NOUN	1989	2	2
Ⅲ_NOUN	1990	2	2
Ⅲ_NOUN	1991	2	2
Ⅲ_NOUN	1993	1	1
Ⅲ_NOUN	1994	7	6
Ⅲ_NOUN	1995	7	6
Ⅲ_NOUN	1996	2	2
Ⅲ_NOUN	1997	1	1
Ⅲ_NOUN	1998	7	5
Ⅲ_NOUN	1999	2	2
Ⅲ_NOUN	2000	36	4
Ⅲ_NOUN	2001	4	3
Ⅲ_NOUN	2002	16	8
Ⅲ_NOUN	2003	5	4
Ⅲ_NOUN	2005	10	10
Ⅲ_NOUN	2006	10	6
Ⅲ_NOUN	2007	10	4
Ⅲ_NOUN	2008	1	1
Ⅱ_NUM	1885	1	1
Ⅱ_NUM	1946	1	1
Ⅱ_NUM	1950	1	1
Ⅱ_NUM	1956	3	3
Ⅱ_NUM	1965	1	1
Ⅱ_NUM	1968	2	2
Ⅱ_NUM	1969	3	1
Ⅱ_NUM	1972	5	1
Ⅱ_NUM	1973	2	1
Ⅱ_NUM	1975	2	2
Ⅱ_NUM	1978	2	2
Ⅱ_NUM	1980	2	1
Ⅱ_NUM	1983	1	1
Ⅱ_NUM	1985	2	1
Ⅱ_NUM	1986	12	3
Ⅱ_NUM	1987	3	3
Ⅱ_NUM	1988	2	2
Ⅱ_NUM	1989	1	1
Ⅱ_NUM	1990	1	1
Ⅱ_NUM	1992	1	1
Ⅱ_NUM	1993	2	2
Ⅱ_NUM	1994	1	1
Ⅱ_NUM	1995	3	3
Ⅱ_NUM	1997	7	5
Ⅱ_NUM	2000	4	3
Ⅱ_NUM	2001	1	1
Ⅱ_NUM	2002	3	3
Ⅱ_NUM	2005	1	1
Ⅱ_NUM	2007	5	3
Ⅹ	1882	1	1
Ⅹ	1900	1	1
Ⅹ	1920	8	1
Ⅹ	1949	2	1
Ⅹ	1951	1	1
Ⅹ	1958	1	1
Ⅹ	1970	1	1
Ⅹ	1972	1	1
Ⅹ	1973	1	1
Ⅹ	1977	8	3
Ⅹ	1980	1	1
Ⅹ	1984	1	1
Ⅹ	1985	2	2
Ⅹ	1986	2	2
Ⅹ	1988	4	4
Ⅹ	1989	2	2
Ⅹ	1990	1	1
Ⅹ	1991	2	2
Ⅹ	1992	5	2
Ⅹ	1993	2	2
Ⅹ	1994	3	3
Ⅹ	1996	5	4
Ⅹ	1998	3	1
Ⅹ	1999	1	1
Ⅹ	2002	2	1
Ⅹ	2003	2	2
Ⅹ	2005	2	2
Ⅹ	2006	1	1
Ⅹ	2009	3	1
Ⅱ	1805	1	1
Ⅱ	1811	1	1
Ⅱ	1842	1	1
Ⅱ	1860	1	1
Ⅱ	1869	4	1
Ⅱ	1877	3	1
Ⅱ	1879	2	1
Ⅱ	1880	1	1
Ⅱ	1885	1	1
Ⅱ	1891	1	1
Ⅱ	1902	1	1
Ⅱ	1913	1	1
Ⅱ	1920	6	1
Ⅱ	1921	1	1
Ⅱ	1925	2	1
Ⅱ	1929	1	1
Ⅱ	1930	1	1
Ⅱ	1931	1	1
Ⅱ	1934	1	1
Ⅱ	1937	2	1
Ⅱ	1940	2	1
Ⅱ	1942	11	2
Ⅱ	1946	3	2
Ⅱ	1948	2	2
Ⅱ	1949	2	2
Ⅱ	1950	4	2
Ⅱ	1951	1	1
Ⅱ	1952	4	4
Ⅱ	1955	2	2
Ⅱ	1956	4	3
Ⅱ	1957	1	1
Ⅱ	1958	8	4
Ⅱ	1959	7	4
Ⅱ	1960	7	3
Ⅱ	1963	13	2
Ⅱ	1964	2	2
Ⅱ	1965	3	2
Ⅱ	1966	9	6
Ⅱ	1967	3	1
Ⅱ	1968	9	6
Ⅱ	1969	52	3
Ⅱ	1970	25	9
Ⅱ	1971	3	2
Ⅱ	1972	22	3
Ⅱ	1973	28	7
Ⅱ	1974	1	1
Ⅱ	1975	11	7
Ⅱ	1976	20	9
Ⅱ	1977	7	4
Ⅱ	1978	51	13
Ⅱ	1979	38	11
Ⅱ	1980	21	10
Ⅱ	1981	10	8
Ⅱ	1982	16	7
Ⅱ	1983	25	16
Ⅱ	1984	25	7
Ⅱ	1985	25	11
Ⅱ	1986	48	7
Ⅱ	1987	15	8
Ⅱ	1988	64	25
Ⅱ	1989	74	17
Ⅱ	1990	32	16
Ⅱ	1991	46	14
Ⅱ	1992	19	11
Ⅱ	1993	11	9
Ⅱ	1994	45	24
Ⅱ	1995	62	17
Ⅱ	1996	12	10
Ⅱ	1997	25	17
Ⅱ	1998	32	17
Ⅱ	1999	14	9
Ⅱ	2000	33	18
Ⅱ	2001	20	11
Ⅱ	2002	30	16
Ⅱ	2003	24	12
Ⅱ	2004	21	10
Ⅱ	2005	42	22
Ⅱ	2006	29	20
Ⅱ	2007	370	16
Ⅱ	2008	12	8
Ⅱ	2009	12	4
æ	1976	1	1
æ	1978	1	1
æ	1979	1	1
æ	1987	1	1
æ	1989	1	1
æ	1992	2	2
æ	1994	2	2
æ	1996	2	2
æ	1997	1	1
æ	1998	3	3
æ	1999	12	11
æ	2000	7	7
æ	2001	4	4
æ	2002	13	9
æ	2003	7	4
æ	2004	4	4
æ	2005	10	8
æ	2006	6	6
æ	2007	12	4
æ	2008	2	2
æ	2009	3	3
ᴎ_NOUN	2003	4	1
ᴎ_NOUN	2005	20	7
ᴎ_NOUN	2006	15	5
ᴎ_NOUN	2007	47	16
ᴎ_NOUN	2008	91	14
æ_NOUN	1976	1	1
æ_NOUN	1978	1	1
æ_NOUN	1979	1	1
æ_NOUN	1987	1	1
æ_NOUN	1992	1	1
æ_NOUN	1994	2	2
æ_NOUN	1996	2	2
æ_NOUN	1998	1	1
æ_NOUN	1999	8	8
æ_NOUN	2000	5	5
æ_NOUN	2001	2	2
æ_NOUN	2002	11	8
æ_NOUN	2003	1	1
æ_NOUN	2004	4	4
æ_NOUN	2005	7	6
æ_NOUN	2006	5	5
æ_NOUN	2007	10	3
æ_NOUN	2008	1	1
æ_NOUN	2009	1	1
Œ	1935	1	1
Œ	1941	1	1
Œ	1952	1	1
Œ	1953	1	1
Œ	1956	1	1
Œ	1958	1	1
Œ	1961	1	1
Œ	1962	1	1
Œ	1963	8	4
Œ	1965	3	2
Œ	1966	1	1
Œ	1967	1	1
Œ	1968	6	4
Œ	1969	3	1
Œ	1970	1	1
Œ	1971	1	1
Œ	1973	4	1
Œ	1975	1	1
Œ	1976	1	1
Œ	1978	1	1
Œ	1980	4	3
Œ	1981	4	3
Œ	1982	6	2
Œ	1984	4	3
Œ	1985	5	4
Œ	1986	4	4
Œ	1987	1	1
Œ	1988	2	2
Œ	1989	4	2
Œ	1990	7	2
Œ	1991	2	2
Œ	1992	1	1
Œ	1993	18	3
Œ	1994	8	3
Œ	1995	2	2
Œ	1996	2	2
Œ	1998	6	2
Œ	1999	3	2
Œ	2002	1	1
Œ	2004	2	2
Œ	2006	1	1
Œ	2007	1	1
Ⅰ_NUM	1818	1	1
Ⅰ_NUM	1827	1	1
Ⅰ_NUM	1840	1	1
Ⅰ_NUM	1846	1	1
Ⅰ_NUM	1891	1	1
Ⅰ_NUM	1907	1	1
Ⅰ_NUM	1910	1	1
Ⅰ_NUM	1911	1	1
Ⅰ_NUM	1932	1	1
