onset,amplitude
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0.01
0.06,0.04
0.07,0.08
0.08,0.1
0.09,0.11
0.1,0.13
0.11,0.13
0.12,0.11
0.13,0.09
0.14,0.05
0.15,0.02
0.16,0.01
0.17,0.01
0.18,0.01
0.19,0.02
0.2,0.03
0.21,0.03
0.22,0.09
0.23,0.14
0.24,0.15
0.25,0.13
0.26,0.13
0.27,0.14
0.28,0.13
0.29,0.11
0.3,0.11
0.31,0.12
0.32,0.12
0.33,0.12
0.34,0.11
0.35,0.11
0.36,0.11
0.37,0.11
0.38,0.11
0.39,0.1
0.4,0.1
0.41,0.1
0.42,0.1
0.43,0.1
0.44,0.1
0.45,0.08
0.46,0.04
0.47,0
0.48,0
0.49,0.01
0.5,0.02
0.51,0.02
0.52,0.04
0.53,0.09
0.54,0.11
0.55,0.12
0.56,0.14
0.57,0.13
0.58,0.11
0.59,0.1
0.6,0.06
0.61,0.02
0.62,0.01
0.63,0
0.64,0.04
0.65,0.09
0.66,0.11
0.67,0.12
0.68,0.14
0.69,0.14
0.7,0.15
0.71,0.15
0.72,0.15
0.73,0.15
0.74,0.13
0.75,0.12
0.76,0.12
0.77,0.1
0.78,0.08
0.79,0.07
0.8,0.04
0.81,0.02
0.82,0.01
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
1.01,0
1.02,0
1.03,0
1.04,0
1.05,0.01
1.06,0.06
1.07,0.09
1.08,0.09
1.09,0.15
1.1,0.18
1.11,0.18
1.12,0.17
1.13,0.16
1.14,0.14
1.15,0.13
1.16,0.13
1.17,0.12
1.18,0.11
1.19,0.1
1.2,0.09
1.21,0.09
1.22,0.09
1.23,0.09
1.24,0.09
1.25,0.1
1.26,0.11
1.27,0.11
1.28,0.11
1.29,0.1
1.3,0.11
1.31,0.11
1.32,0.11
1.33,0.11
1.34,0.1
1.35,0.08
1.36,0.06
1.37,0.04
1.38,0.02
1.39,0.03
1.4,0.03
1.41,0.04
1.42,0.1
1.43,0.13
1.44,0.14
1.45,0.13
1.46,0.13
1.47,0.13
1.48,0.13
1.49,0.12
1.5,0.13
1.51,0.14
1.52,0.11
1.53,0.06
1.54,0.03
1.55,0.02
1.56,0.03
1.57,0.07
1.58,0.1
1.59,0.1
1.6,0.1
1.61,0.1
1.62,0.1
1.63,0.11
1.64,0.12
1.65,0.12
1.66,0.12
1.67,0.12
1.68,0.12
1.69,0.12
1.7,0.11
1.71,0.11
1.72,0.1
1.73,0.1
1.74,0.1
1.75,0.1
1.76,0.1
1.77,0.1
1.78,0.09
1.79,0.07
1.8,0.04
1.81,0.02
1.82,0.05
1.83,0.06
1.84,0.06
1.85,0.07
1.86,0.06
1.87,0.05
1.88,0.03
1.89,0.03
1.9,0.03
1.91,0.03
1.92,0.05
1.93,0.05
1.94,0.03
1.95,0.08
1.96,0.12
1.97,0.12
1.98,0.11
1.99,0.12
2,0.12
2.01,0.11
2.02,0.1
2.03,0.09
2.04,0.09
2.05,0.08
2.06,0.07
2.07,0.06
2.08,0.05
2.09,0.04
2.1,0.03
2.11,0.02
2.12,0.01
2.13,0
2.14,0
2.15,0
2.16,0
2.17,0
2.18,0
2.19,0
2.2,0
2.21,0
2.22,0
2.23,0
2.24,0
2.25,0
2.26,0
2.27,0
2.28,0
2.29,0
2.3,0
2.31,0
2.32,0
2.33,0
2.34,0
2.35,0
2.36,0
2.37,0
2.38,0
2.39,0
2.4,0
2.41,0
2.42,0
2.43,0
2.44,0
2.45,0
2.46,0
2.47,0
2.48,0
2.49,0
2.5,0
2.51,0
2.52,0
2.53,0
2.54,0
2.55,0
2.56,0
2.57,0
2.58,0
2.59,0
2.6,0
2.61,0
2.62,0
2.63,0
2.64,0
2.65,0
2.66,0
2.67,0
2.68,0
2.69,0
2.7,0
2.71,0
2.72,0
2.73,0
2.74,0
2.75,0
2.76,0
2.77,0
2.78,0
2.79,0
2.8,0
2.81,0
2.82,0.01
2.83,0.02
2.84,0.02
2.85,0.03
2.86,0.12
2.87,0.16
2.88,0.16
2.89,0.16
2.9,0.16
2.91,0.16
2.92,0.15
2.93,0.1
2.94,0.05
2.95,0.02
2.96,0.03
2.97,0.03
2.98,0.03
2.99,0.06
3,0.11
3.01,0.13
3.02,0.1
3.03,0.05
3.04,0.01
3.05,0
3.06,0.01
3.07,0.02
3.08,0.04
3.09,0.04
3.1,0.05
3.11,0.04
3.12,0.03
3.13,0.03
3.14,0.09
3.15,0.14
3.16,0.16
3.17,0.15
3.18,0.11
3.19,0.11
3.2,0.11
3.21,0.11
3.22,0.13
3.23,0.13
3.24,0.12
3.25,0.11
3.26,0.11
3.27,0.1
3.28,0.1
3.29,0.1
3.3,0.1
3.31,0.07
3.32,0.03
3.33,0.01
3.34,0
3.35,0.02
3.36,0.03
3.37,0.05
3.38,0.1
3.39,0.11
3.4,0.11
3.41,0.12
3.42,0.13
3.43,0.13
3.44,0.13
3.45,0.13
3.46,0.11
3.47,0.11
3.48,0.09
3.49,0.05
3.5,0.02
3.51,0.02
3.52,0.02
3.53,0.02
3.54,0.02
3.55,0.02
3.56,0.02
3.57,0.02
3.58,0.05
3.59,0.08
3.6,0.1
3.61,0.1
3.62,0.1
