time,f0,intensity
1.82,234.19,0.12
1.83,239.38,0.11
1.84,244.45,0.09
1.85,248.82,0.06
1.86,252.79,0.04
1.87,259.84,0.03
1.88,267.19,0.03
1.89,268.88,0.06
1.9,266.89,0.09
1.91,263.88,0.11
1.92,257.37,0.11
1.93,248.11,0.11
1.94,240.88,0.12
1.95,233.68,0.11
1.96,227.05,0.11
1.97,222.75,0.11
1.98,218.96,0.11
1.99,216.32,0.1
2,214.02,0.1
2.01,211.5,0.1
2.02,208.76,0.1
2.03,205.87,0.1
2.04,203.25,0.1
2.05,200.9,0.09
2.06,199.25,0.09
2.07,198.31,0.08
2.08,198.77,0.07
2.09,201.94,0.06
2.1,205.67,0.06
2.11,210.47,0.05
2.12,216.56,0.03
2.13,225.54,0.02
2.14,233.85,0.01
2.15,237.46,0
2.16,241.06,0
2.17,244.67,0
2.18,248.28,0
2.19,251.88,0
2.2,255.49,0
2.21,259.1,0
2.22,262.7,0
2.23,266.31,0
2.24,269.91,0
2.25,273.52,0
2.26,277.13,0
2.27,280.73,0
2.28,284.34,0
2.29,287.95,0
2.3,291.55,0
2.31,295.16,0
2.32,298.76,0
2.33,302.37,0
2.34,305.98,0
2.35,309.58,0
2.36,313.19,0
2.37,316.8,0.01
2.38,320.4,0.02
2.39,324.01,0.02
2.4,327.61,0.02
2.41,331.22,0.02
2.42,334.83,0.02
2.43,338.43,0.02
2.44,342.04,0.01
2.45,345.65,0.01
2.46,348.71,0.1
2.47,350.18,0.15
2.48,351.76,0.16
2.49,352.8,0.16
2.5,356.17,0.15
2.51,361.1,0.14
2.52,261.02,0.14
2.53,185.87,0.14
2.54,188.19,0.14
2.55,190.58,0.14
2.56,192.15,0.15
2.57,192.83,0.16
2.58,192.9,0.15
2.59,191.87,0.15
2.6,189.77,0.15
2.61,186.51,0.14
2.62,290.63,0.14
2.63,355.89,0.12
2.64,343.84,0.11
2.65,326.3,0.09
2.66,306.37,0.09
2.67,290.73,0.08
2.68,278.62,0.05
2.69,263.87,0.03
2.7,245.25,0.02
2.71,227.89,0.04
2.72,218.76,0.06
2.73,212.99,0.08
2.74,204.27,0.08
2.75,195.09,0.08
2.76,188.33,0.08
2.77,182.27,0.07
2.78,175.52,0.07
2.79,169.58,0.06
2.8,165.14,0.06
2.81,163.43,0.06
2.82,163.61,0.06
2.83,163.56,0.06
2.84,163.51,0.06
2.85,164.1,0.07
2.86,166.69,0.06
2.87,169.73,0.05
2.88,180.81,0.04
2.89,191.22,0.03
2.9,197.04,0.02
2.91,201.88,0.01
2.92,206.72,0
2.93,211.55,0
2.94,216.39,0
2.95,221.23,0
2.96,226.07,0
2.97,230.91,0
2.98,235.74,0
2.99,240.58,0
3,245.42,0
3.01,250.26,0
3.02,255.1,0
3.03,259.94,0
3.04,264.77,0
3.05,269.61,0
3.06,274.45,0
3.07,279.29,0
3.08,284.13,0
3.09,288.97,0
3.1,293.8,0
3.11,298.64,0
3.12,303.48,0.01
3.13,308.32,0.01
3.14,313.16,0.02
3.15,318,0.02
3.16,322.83,0.02
3.17,327.67,0.03
3.18,332.51,0.02
3.19,337.35,0.08
3.2,334.34,0.13
3.21,331.12,0.14
3.22,329.57,0.12
3.23,329.56,0.1
3.24,333,0.09
3.25,337.04,0.09
3.26,340.95,0.08
3.27,345.65,0.08
3.28,349.38,0.07
3.29,350.43,0.08
3.3,351.5,0.08
3.31,350.04,0.09
3.32,347.67,0.09
3.33,345.01,0.09
3.34,341.43,0.09
3.35,336.81,0.09
3.36,332.45,0.09
3.37,329.13,0.09
3.38,327.73,0.09
3.39,326.04,0.09
3.4,326.26,0.08
3.41,329.46,0.08
3.42,336.25,0.09
3.43,341.6,0.1
3.44,350.76,0.1
3.45,222.25,0.12
3.46,189.11,0.14
3.47,190.87,0.16
3.48,191.57,0.17
3.49,191.77,0.16
3.5,190.41,0.16
3.51,188.34,0.15
3.52,183.86,0.14
3.53,320.12,0.14
3.54,343.94,0.13
3.55,324.89,0.11
3.56,304.28,0.1
3.57,283.4,0.09
3.58,264.54,0.07
3.59,252.85,0.05
3.6,244.56,0.03
3.61,244.4,0.01
3.62,245.96,0
3.63,247.52,0
3.64,249.08,0
3.65,250.64,0
3.66,252.2,0
3.67,253.76,0
3.68,255.32,0
3.69,256.88,0
3.7,258.44,0
3.71,260,0
3.72,261.56,0
3.73,263.12,0
3.74,264.68,0
3.75,266.25,0
3.76,267.81,0
3.77,269.37,0
3.78,270.93,0
3.79,272.49,0
3.8,274.05,0
3.81,275.61,0
3.82,277.17,0
3.83,278.73,0
3.84,280.29,0
3.85,281.85,0
3.86,283.41,0
3.87,284.97,0
3.88,286.53,0
3.89,288.1,0
3.9,289.66,0
3.91,291.22,0
3.92,292.78,0
3.93,294.34,0
3.94,295.9,0
3.95,297.46,0
3.96,299.02,0
3.97,300.58,0.01
3.98,302.14,0.01
3.99,303.7,0.01
4,305.26,0.01
4.01,306.82,0.01
4.02,308.38,0.04
4.03,274.75,0.09
4.04,269.81,0.12
4.05,267.85,0.13
4.06,263,0.12
4.07,259.21,0.11
4.08,256.05,0.11
4.09,255.59,0.11
4.1,255.06,0.11
4.11,255.21,0.11
4.12,256.06,0.11
4.13,254.64,0.11
4.14,252.74,0.11
4.15,250.81,0.11
4.16,249.51,0.11
4.17,245.15,0.11
4.18,241.59,0.11
4.19,236.39,0.1
4.2,230,0.09
4.21,222.38,0.09
4.22,217.76,0.08
4.23,212.22,0.07
4.24,206.62,0.06
4.25,202.08,0.05
4.26,204.09,0.03
4.27,209.01,0.01
4.28,214.02,0
4.29,219.03,0
4.3,224.03,0
4.31,229.04,0
4.32,234.05,0.01
4.33,239.06,0.02
4.34,244.06,0.04
4.35,249.07,0.04
4.36,254.08,0.03
4.37,259.09,0.03
4.38,264.1,0.03
4.39,269.1,0.02
4.4,274.11,0.02
4.41,279.11,0.06
4.42,278.07,0.09
4.43,279.46,0.09
4.44,280.62,0.1
4.45,282.83,0.1
4.46,282.54,0.1
4.47,281.36,0.1
4.48,281.99,0.1
4.49,283.88,0.1
4.5,285.85,0.09
4.51,287.35,0.09
4.52,288.6,0.08
4.53,290.15,0.07
4.54,290.43,0.04
4.55,293.94,0.02
4.56,297.45,0.02
4.57,300.95,0.02
4.58,304.46,0.02
4.59,307.97,0.02
4.6,311.48,0.02
4.61,314.99,0.02
4.62,318.5,0.02
4.63,321.86,0.07
4.64,322.42,0.11
4.65,321.92,0.11
4.66,322.43,0.11
4.67,324.8,0.09
4.68,327.49,0.07
4.69,330.06,0.07
4.7,334.69,0.07
4.71,337.12,0.06
4.72,337.13,0.06
4.73,335.18,0.06
4.74,330.41,0.06
4.75,325.4,0.06
4.76,319.47,0.06
4.77,312.54,0.07
4.78,301.61,0.07
4.79,289.08,0.08
4.8,274.67,0.08
4.81,260.45,0.08
4.82,247.02,0.08
4.83,236.32,0.08
4.84,227.18,0.07
4.85,224.7,0.07
4.86,212.76,0.06
4.87,141.72,0.02
4.88,268.1,0
4.89,235.46,0
4.9,245.72,0
4.91,177.11,0
4.92,78.76,0.01
4.93,142.47,0.04
4.94,287.38,0.11
4.95,288.19,0.15
4.96,291.52,0.14
4.97,296.37,0.15
4.98,301.6,0.15
4.99,305.48,0.13
5,307.03,0.11
5.01,306.69,0.1
5.02,308.69,0.09
5.03,312.74,0.08
5.04,313.71,0.05
5.05,303.25,0.02
5.06,292.8,0.01
5.07,282.34,0.02
5.08,271.88,0.02
5.09,261.43,0.02
5.1,250.97,0.02
5.11,240.51,0.03
5.12,230.06,0.02
5.13,219.6,0.01
5.14,209.14,0.01
5.15,197.89,0.04
5.16,185.21,0.08
5.17,184.98,0.1
5.18,185.92,0.1
5.19,187.36,0.1
5.2,189.05,0.09
5.21,190.78,0.09
5.22,192.98,0.09
5.23,194.97,0.09
5.24,196.26,0.09
5.25,196.04,0.09
5.26,194.74,0.09
5.27,191.6,0.08
5.28,187.47,0.07
5.29,218.83,0.07
5.3,357.04,0.07
5.31,345.54,0.07
5.32,329.43,0.08
5.33,309.26,0.08
5.34,290.02,0.09
5.35,275.79,0.07
5.36,264.7,0.04
5.37,257.65,0.01
5.38,250.61,0
5.39,243.56,0.01
5.4,236.52,0.01
5.41,229.48,0.02
5.42,222.43,0.01
5.43,215.39,0.01
5.44,211.99,0.08
5.45,217.2,0.12
5.46,210.71,0.11
5.47,200.78,0.09
5.48,192.03,0.07
5.49,184.14,0.07
5.5,178.55,0.05
5.51,174.07,0.05
5.52,171.34,0.05
5.53,170.84,0.04
5.54,168.65,0.03
5.55,170.18,0.01
5.56,174.87,0
5.57,179.55,0
5.58,184.23,0
5.59,188.92,0
5.6,193.6,0
5.61,198.29,0
5.62,202.97,0
5.63,207.66,0
5.64,212.34,0
5.65,217.02,0
5.66,221.71,0
5.67,226.39,0
5.68,231.08,0
5.69,235.76,0
5.7,240.45,0
5.71,245.13,0
5.72,249.81,0
5.73,254.5,0
5.74,259.18,0
5.75,263.87,0
5.76,268.55,0
5.77,273.24,0
5.78,277.92,0
5.79,282.6,0
5.8,287.29,0
5.81,291.97,0
5.82,296.66,0
5.83,301.34,0.01
5.84,306.03,0.01
5.85,310.71,0.02
5.86,315.39,0.03
5.87,320.08,0.03
5.88,324.76,0.02
5.89,329.45,0.01
5.9,338.2,0.08
5.91,348.77,0.12
5.92,347.9,0.13
5.93,347.38,0.12
5.94,347.36,0.11
5.95,348.61,0.11
5.96,348.99,0.1
5.97,350.02,0.1
5.98,350.62,0.09
5.99,351.11,0.08
6,348.34,0.06
6.01,335.63,0.03
6.02,312.79,0.03
6.03,289.95,0.03
6.04,267.11,0.02
6.05,244.27,0.02
6.06,221.43,0.01
6.07,198.59,0.07
6.08,184.27,0.13
6.09,183.6,0.15
6.1,182.83,0.15
6.11,253.03,0.15
6.12,363.47,0.13
6.13,361.91,0.12
6.14,361.25,0.11
6.15,359.97,0.1
6.16,357.31,0.08
6.17,353.97,0.09
6.18,348.03,0.09
6.19,338.71,0.09
6.2,325.54,0.1
6.21,308.88,0.1
6.22,293.87,0.11
6.23,279.36,0.11
6.24,265.01,0.12
6.25,253.19,0.13
6.26,245.34,0.13
6.27,241.18,0.13
6.28,239.24,0.12
6.29,241.39,0.12
6.3,247.26,0.12
6.31,256.83,0.13
6.32,270.32,0.11
6.33,285.41,0.1
6.34,299.12,0.09
6.35,308.18,0.07
6.36,313.55,0.06
6.37,316.6,0.04
6.38,240.85,0.02
6.39,136.49,0
6.4,113.85,0.01
6.41,186.19,0.06
6.42,286.25,0.09
6.43,281.46,0.09
6.44,278.68,0.09
6.45,279.32,0.09
6.46,284.27,0.09
6.47,293.03,0.09
6.48,301.99,0.08
6.49,309.14,0.08
6.5,312.44,0.07
6.51,207.51,0.04
6.52,101.01,0.01
6.53,117.73,0.01
6.54,134.45,0
6.55,151.16,0.01
6.56,167.88,0.02
6.57,184.6,0.03
6.58,201.32,0.02
6.59,218.03,0.05
6.6,220.27,0.07
6.61,205.27,0.07
6.62,192.32,0.05
6.63,193.61,0.02
6.64,204.35,0.01
6.65,215.09,0
6.66,225.82,0
6.67,236.56,0
6.68,247.29,0.01
6.69,258.03,0.01
6.7,268.77,0.01
6.71,279.5,0.01
6.72,290.24,0.01
6.73,300.97,0.03
6.74,304.53,0.1
6.75,304.69,0.13
6.76,307.79,0.13
6.77,310.26,0.1
6.78,307.42,0.05
6.79,300.69,0.03
6.8,293.96,0.03
6.81,287.24,0.02
6.82,280.51,0.02
6.83,273.78,0.02
6.84,267.06,0.02
6.85,260.33,0.01
6.86,253.6,0.03
6.87,246.54,0.06
6.88,234.32,0.07
6.89,144.23,0.04
6.9,97.64,0.02
6.91,161.39,0.02
6.92,153.07,0.02
6.93,167.01,0.02
6.94,217.16,0.01
6.95,227.01,0.01
6.96,226.3,0
6.97,225.59,0
6.98,224.89,0.01
6.99,224.18,0.01
7,223.47,0.02
7.01,222.77,0.02
7.02,222.06,0.02
7.03,221.36,0.03
7.04,220.65,0.03
7.05,219.94,0.02
7.06,219.24,0.01
7.07,218.53,0.03
7.08,218.21,0.08
7.09,218.58,0.11
7.1,218.96,0.12
7.11,220.42,0.13
7.12,222.92,0.13
7.13,228.04,0.14
7.14,235.77,0.14
7.15,246.06,0.14
7.16,260.07,0.12
7.17,274.13,0.1
7.18,283.96,0.08
7.19,286.66,0.05
7.2,286.36,0.02
7.21,286.07,0.03
7.22,285.78,0.03
7.23,285.48,0.02
7.24,285.19,0.02
7.25,284.9,0.02
7.26,284.61,0.01
7.27,284.31,0.04
7.28,282.51,0.07
7.29,278.8,0.09
7.3,273.87,0.1
7.31,268.56,0.11
7.32,262.74,0.12
7.33,257.31,0.13
7.34,253.4,0.13
7.35,251.43,0.13
7.36,250.39,0.11
7.37,251.9,0.09
7.38,254.26,0.06
7.39,234.92,0.03
7.4,225.96,0.01
7.41,226.76,0
7.42,227.57,0
7.43,228.37,0
7.44,229.18,0
7.45,229.98,0
7.46,230.79,0
7.47,231.59,0
7.48,232.4,0
7.49,233.2,0
7.5,234.01,0
7.51,234.81,0
7.52,235.62,0
7.53,236.42,0
7.54,237.23,0
7.55,238.03,0
7.56,238.84,0
7.57,239.64,0
7.58,240.45,0
7.59,241.25,0
7.6,242.06,0
7.61,242.87,0
7.62,243.67,0
7.63,244.48,0
7.64,245.28,0
7.65,246.09,0
7.66,246.89,0
7.67,247.7,0
7.68,248.5,0
7.69,249.31,0
7.7,250.11,0
7.71,250.92,0
7.72,251.72,0
7.73,252.53,0
7.74,253.33,0
7.75,254.14,0
7.76,254.94,0
7.77,255.75,0
7.78,256.55,0
7.79,257.36,0
7.8,258.16,0
7.81,258.97,0
7.82,259.77,0
7.83,260.58,0
7.84,261.38,0
7.85,262.19,0
7.86,262.99,0
7.87,263.8,0
7.88,264.61,0
7.89,265.41,0
7.9,266.22,0
7.91,267.02,0
7.92,267.83,0
7.93,268.63,0
7.94,269.44,0
7.95,270.24,0
7.96,271.05,0
7.97,271.85,0
7.98,272.66,0
7.99,273.46,0
8,274.27,0
8.01,275.07,0
8.02,275.88,0
8.03,276.68,0
8.04,277.49,0
8.05,278.29,0
8.06,279.1,0
8.07,279.9,0
8.08,280.71,0
8.09,281.51,0
8.1,282.32,0
8.11,283.12,0
8.12,283.93,0
8.13,284.73,0
8.14,285.54,0
8.15,286.34,0.01
8.16,287.15,0.01
8.17,287.96,0.01
8.18,288.76,0.02
8.19,289.57,0.07
8.2,290.37,0.13
8.21,291.54,0.16
8.22,292.15,0.17
8.23,292.24,0.16
8.24,292.35,0.12
8.25,292.57,0.06
8.26,292.79,0.02
8.27,293.01,0.03
8.28,293.24,0.03
8.29,293.46,0.06
8.3,287.4,0.12
8.31,284.53,0.13
8.32,279.24,0.13
8.33,273.14,0.12
8.34,265.13,0.08
8.35,252.34,0.02
8.36,239.01,0
8.37,225.68,0.01
8.38,212.34,0.01
8.39,199.01,0.02
8.4,87.89,0.03
8.41,265.34,0.02
8.42,290.28,0.07
8.43,283.31,0.11
8.44,283.42,0.13
8.45,285.62,0.13
8.46,287.68,0.13
8.47,281.54,0.1
8.48,286.16,0.05
8.49,291.72,0.02
8.5,297.27,0.02
8.51,302.83,0.02
8.52,308.39,0.02
8.53,313.95,0.02
8.54,319.51,0.06
8.55,308.54,0.09
8.56,304.82,0.1
8.57,301.09,0.08
8.58,295.79,0.04
8.59,291.22,0.02
8.6,286.7,0
8.61,282.17,0
8.62,277.65,0
8.63,273.13,0
8.64,268.61,0
8.65,264.08,0.01
8.66,259.56,0.04
8.67,252.4,0.05
8.68,240.11,0.05
8.69,227.99,0.04
8.7,206.59,0.03
8.71,199.69,0.03
8.72,185.14,0.03
8.73,184.11,0.03
8.74,180.02,0.03
8.75,177.75,0.04
8.76,182.05,0.04
8.77,187.9,0.05
8.78,195.26,0.05
8.79,205.35,0.05
8.8,222.24,0.05
8.81,243.23,0.06
8.82,262.09,0.07
8.83,281.95,0.07
8.84,296.92,0.07
8.85,306.79,0.07
8.86,312.2,0.07
8.87,313.63,0.07
8.88,307.28,0.07
8.89,299.15,0.08
8.9,294.75,0.08
8.91,290.1,0.07
8.92,288.49,0.04
8.93,286.88,0.01
8.94,285.27,0.02
8.95,283.66,0.01
8.96,282.04,0.04
8.97,280.08,0.08
8.98,269.16,0.11
8.99,260.53,0.11
9,251.04,0.1
9.01,245.1,0.07
9.02,241.35,0.02
9.03,237.61,0
9.04,233.88,0
9.05,230.14,0.01
9.06,226.4,0.02
9.07,222.67,0.02
9.08,218.93,0.02
9.09,215.19,0.03
9.1,211.29,0.08
9.11,205.01,0.11
9.12,198.22,0.1
9.13,191.37,0.06
9.14,189.61,0.03
9.15,194.07,0.01
9.16,198.53,0
9.17,203,0
9.18,207.46,0
9.19,211.92,0.01
9.2,215.99,0.06
9.21,215.95,0.09
9.22,215.21,0.07
9.23,214.29,0.04
9.24,213.37,0.02
9.25,212.45,0.02
9.26,211.53,0.02
9.27,210.61,0.02
9.28,209.69,0.02
9.29,208.78,0.01
9.3,207.86,0.01
9.31,210.26,0.04
9.32,234.46,0.1
9.33,229.31,0.12
9.34,226.42,0.12
9.35,225.5,0.13
9.36,225.41,0.13
9.37,225.59,0.12
9.38,225.05,0.12
9.39,225.17,0.11
9.4,224.84,0.08
9.41,226.63,0.04
9.42,204.37,0.01
9.43,182.1,0.02
9.44,159.83,0.02
9.45,137.57,0.02
9.46,115.3,0.02
9.47,93.03,0.01
9.48,70.77,0.01
9.49,75.82,0.01
9.5,204.28,0.05
9.51,197.9,0.06
9.52,189.99,0.06
9.53,184.06,0.05
9.54,181.64,0.04
9.55,179.65,0.04
9.56,178.76,0.04
9.57,178.95,0.04
9.58,181.17,0.04
9.59,182.83,0.04
9.6,185.07,0.04
9.61,187.59,0.04
9.62,191.62,0.03
9.63,197.12,0.02
9.64,198.41,0.01
9.65,199.71,0
9.66,201,0
9.67,202.3,0
9.68,203.59,0
9.69,204.89,0
9.7,206.19,0
9.71,207.48,0
9.72,208.78,0
9.73,210.07,0
9.74,211.37,0
9.75,212.66,0
9.76,213.96,0
9.77,215.25,0
9.78,216.55,0
9.79,217.85,0
9.8,219.14,0
9.81,220.44,0
9.82,221.73,0
9.83,223.03,0
9.84,224.32,0
9.85,225.62,0
9.86,226.91,0
9.87,228.21,0
9.88,229.51,0
9.89,230.8,0
9.9,232.1,0
9.91,233.39,0
9.92,234.69,0
9.93,235.98,0
9.94,237.28,0
9.95,238.57,0
9.96,239.87,0
9.97,241.17,0
9.98,242.46,0
9.99,243.76,0
10,245.05,0
10.01,246.35,0
10.02,247.64,0
10.03,248.94,0
10.04,250.23,0
10.05,251.53,0
10.06,252.82,0
10.07,254.12,0
10.08,255.42,0
10.09,256.71,0
10.1,258.01,0
10.11,259.3,0
10.12,260.6,0
10.13,261.89,0
10.14,263.19,0
10.15,264.48,0
10.16,265.78,0.01
10.17,267.08,0.02
10.18,268.37,0.02
10.19,269.67,0.01
10.2,277.76,0.07
10.21,291.02,0.12
10.22,283.41,0.13
10.23,275.59,0.13
10.24,268.98,0.12
10.25,262.84,0.11
10.26,261.21,0.11
10.27,261.37,0.1
10.28,267.52,0.06
10.29,283.59,0.01
10.3,299.67,0.01
10.31,315.74,0.02
10.32,325.75,0.08
10.33,323.66,0.11
10.34,321.79,0.11
10.35,322.19,0.11
10.36,323.54,0.11
10.37,325.99,0.09
10.38,325.95,0.07
10.39,325.98,0.05
10.4,330.07,0.06
10.41,335.15,0.06
10.42,340.59,0.06
10.43,350.68,0.06
10.44,357.78,0.08
10.45,355.62,0.09
10.46,353.79,0.09
10.47,350.53,0.09
10.48,350.07,0.09
10.49,349.12,0.08
10.5,346.57,0.09
10.51,343.8,0.08
10.52,340.24,0.08
10.53,335.79,0.09
10.54,330.55,0.1
10.55,323.15,0.09
10.56,311.84,0.09
10.57,298.13,0.1
10.58,287.06,0.11
10.59,275.39,0.12
10.6,266.69,0.11
10.61,261.46,0.11
10.62,256.72,0.11
10.63,253.48,0.11
10.64,253.59,0.1
10.65,255.99,0.1
10.66,256.68,0.09
10.67,257.11,0.05
10.68,255.56,0.01
10.69,246.49,0
10.7,237.42,0
10.71,228.35,0.02
10.72,219.28,0.02
10.73,210.21,0.01
10.74,225.23,0.05
10.75,251.65,0.08
10.76,254.62,0.08
10.77,262.19,0.07
10.78,275.49,0.07
10.79,286.77,0.08
10.8,295.1,0.05
10.81,317.63,0.01
10.82,342.58,0.04
10.83,346.56,0.1
10.84,336.02,0.12
10.85,317.26,0.12
10.86,295.13,0.11
10.87,266.58,0.08
10.88,239.71,0.06
10.89,224.73,0.06
10.9,215.18,0.05
10.91,216.83,0.03
10.92,229.59,0.02
10.93,242.35,0.03
10.94,255.11,0.04
10.95,267.87,0.04
10.96,280.63,0.04
10.97,293.39,0.04
10.98,306.15,0.04
10.99,318.91,0.03
11,331.67,0.01
11.01,344.43,0.06
11.02,351.67,0.1
11.03,355.82,0.12
11.04,269.59,0.12
11.05,185.04,0.11
11.06,188.53,0.11
11.07,190.43,0.12
11.08,189.57,0.12
11.09,185.91,0.11
11.1,271.86,0.1
11.11,341.28,0.1
11.12,319.32,0.1
11.13,300.02,0.08
11.14,175.04,0.03
11.15,88.28,0
11.16,119.74,0
11.17,151.2,0
11.18,182.66,0.01
11.19,214.12,0.06
11.2,226.21,0.08
11.21,220.64,0.07
11.22,213.46,0.06
11.23,204.99,0.05
11.24,195.1,0.04
11.25,184.65,0.04
11.26,179,0.03
11.27,175.27,0.03
11.28,170,0.03
11.29,165.57,0.02
11.3,165.59,0.01
11.31,168.49,0.01
11.32,171.4,0
11.33,174.31,0
11.34,177.21,0
11.35,180.12,0
11.36,183.03,0
11.37,185.93,0
11.38,188.84,0
11.39,191.75,0
11.4,194.66,0
11.41,197.56,0
11.42,200.47,0
11.43,203.38,0
11.44,206.28,0
11.45,209.19,0
11.46,212.1,0
11.47,215,0
11.48,217.91,0
11.49,220.82,0
11.5,223.73,0
11.51,226.63,0
11.52,229.54,0
11.53,232.45,0
11.54,235.35,0
11.55,238.26,0
11.56,241.17,0
11.57,244.07,0
11.58,246.98,0
11.59,249.89,0
11.6,252.8,0
11.61,255.7,0
11.62,258.61,0
11.63,261.52,0
11.64,264.42,0
11.65,267.33,0
11.66,270.24,0
11.67,273.15,0
11.68,276.05,0
11.69,278.96,0
11.7,281.87,0
11.71,284.77,0
11.72,287.68,0
11.73,290.59,0.02
11.74,294.96,0.07
11.75,296.22,0.1
11.76,292.16,0.11
11.77,283.96,0.13
11.78,273.24,0.16
11.79,262.82,0.18
11.8,254.52,0.18
11.81,246.8,0.16
11.82,242.11,0.1
11.83,238.34,0.03
11.84,234.32,0.02
11.85,230.3,0.02
11.86,226.28,0.02
11.87,222.26,0.02
11.88,218.23,0.01
11.89,214.21,0.01
11.9,210.19,0.01
11.91,200.1,0.05
11.92,190.52,0.07
11.93,183.67,0.07
11.94,179.5,0.05
11.95,179.72,0.03
11.96,181.37,0.02
11.97,183.03,0.02
11.98,184.68,0.02
11.99,186.33,0.02
12,187.99,0.02
12.01,189.64,0.02
12.02,191.29,0.02
12.03,192.95,0.02
12.04,194.6,0.01
12.05,196.25,0.03
12.06,194.66,0.08
12.07,193.57,0.11
12.08,193.59,0.14
12.09,194.9,0.16
12.1,198.83,0.16
12.11,205.53,0.14
12.12,217.56,0.13
12.13,233.51,0.13
12.14,253.63,0.12
12.15,274.14,0.12
12.16,290.66,0.1
12.17,301.81,0.08
12.18,302.42,0.03
12.19,300.2,0.02
12.2,297.97,0.03
12.21,295.75,0.03
12.22,293.53,0.04
12.23,291.3,0.03
12.24,289.08,0.02
12.25,286.85,0.04
12.26,284.63,0.09
12.27,268.95,0.1
12.28,248.95,0.1
12.29,235.77,0.1
12.3,221.96,0.07
12.31,217.71,0.04
12.32,215.08,0.02
