onset,amplitude
0.01,0
0.02,0
0.03,0
0.04,151.11
0.05,310.18
0.06,306.77
0.07,307.32
0.08,308.73
0.09,310.43
0.1,312.08
0.11,311.72
0.12,313.52
0.13,315.01
0.14,314.38
0.15,314.49
0.16,310.86
0.17,306.44
0.18,301.14
0.19,292.76
0.2,281.46
0.21,266.48
0.22,250.04
0.23,232.02
0.24,210.4
0.25,193.7
0.26,187.23
0.27,183.63
0.28,182.19
0.29,188.25
0.3,194.32
0.31,200.38
0.32,206.44
0.33,212.51
0.34,218.57
0.35,224.63
0.36,230.7
0.37,236.76
0.38,242.4
0.39,243.75
0.4,247.8
0.41,250.51
0.42,242.87
0.43,243.82
0.44,244.76
0.45,245.71
0.46,246.66
0.47,247.6
0.48,248.55
0.49,249.49
0.5,250.44
0.51,251.38
0.52,252.4
0.53,254.43
0.54,260.79
0.55,271.93
0.56,281.58
0.57,287.25
0.58,290.85
0.59,291.02
0.6,288.82
0.61,279.85
0.62,268.61
0.63,254.71
0.64,239.27
0.65,227.79
0.66,214.38
0.67,201.55
0.68,192.45
0.69,196.17
0.7,200.29
0.71,205.71
0.72,217.01
0.73,229.16
0.74,246.89
0.75,271.54
0.76,284.69
0.77,292.7
0.78,300.37
0.79,305.72
0.8,310.81
0.81,310.57
0.82,309.55
0.83,306.02
0.84,300.02
0.85,289.62
0.86,278.56
0.87,265.93
0.88,253.96
0.89,244.21
0.9,240.89
0.91,237.57
0.92,234.25
0.93,230.93
0.94,227.61
0.95,224.3
0.96,220.98
0.97,217.66
0.98,214.34
0.99,209.75
1,200.01
1.01,188.93
1.02,182.62
1.03,179.72
1.04,176.8
1.05,172.57
1.06,168.06
1.07,169.33
1.08,176.18
1.09,170.89
1.1,166.73
1.11,169.66
1.12,172.11
1.13,175.25
1.14,176.65
1.15,171.71
1.16,172.16
1.17,172.61
1.18,173.05
1.19,173.5
1.2,173.95
1.21,174.4
1.22,174.84
1.23,175.29
1.24,175.74
1.25,176.19
1.26,176.63
1.27,175.25
1.28,170.43
1.29,168.73
1.3,167.38
1.31,159.39
1.32,138.99
1.33,118.58
1.34,98.18
1.35,84.03
1.36,90.6
1.37,102.04
1.38,151.47
1.39,264.31
1.4,217.68
1.41,169.34
1.42,166.13
1.43,162.93
1.44,161.64
1.45,161.71
1.46,161.71
1.47,161.62
1.48,158.88
1.49,154.56
1.5,151.92
1.51,152.47
1.52,156
1.53,162.8
1.54,165.68
1.55,138.35
1.56,160.59
1.57,258.63
1.58,241.44
1.59,282.85
1.6,282.65
1.61,282.46
1.62,282.27
1.63,282.08
1.64,281.89
1.65,281.7
1.66,281.51
1.67,281.32
1.68,281.13
1.69,280.94
1.7,280.75
1.71,280.56
1.72,280.37
1.73,280.18
1.74,279.99
1.75,279.8
1.76,279.6
1.77,279.41
1.78,279.22
1.79,279.03
1.8,278.84
1.81,278.65
1.82,278.46
1.83,278.27
1.84,278.08
1.85,277.89
1.86,277.7
1.87,277.51
1.88,277.32
1.89,277.13
1.9,276.94
1.91,276.75
1.92,276.56
1.93,276.36
1.94,276.17
1.95,275.98
1.96,275.79
1.97,275.6
1.98,275.41
1.99,275.22
2,275.03
2.01,274.84
2.02,274.65
2.03,274.46
2.04,274.27
2.05,274.08
2.06,273.89
2.07,273.7
2.08,273.51
2.09,273.31
2.1,273.12
2.11,272.93
2.12,272.74
2.13,272.55
2.14,272.36
2.15,272.17
2.16,271.98
2.17,271.79
2.18,271.6
2.19,271.41
2.2,271.22
2.21,271.03
2.22,270.84
2.23,270.65
2.24,267.61
2.25,260.49
2.26,254.4
2.27,250.87
2.28,248.1
2.29,245.03
2.3,242.1
2.31,240.52
2.32,235.62
2.33,226.97
2.34,222.53
2.35,224.15
2.36,229.82
2.37,237.46
2.38,245.25
2.39,251.26
2.4,253.27
2.41,249.36
2.42,236.66
2.43,223.81
2.44,240.04
2.45,153.68
2.46,83.54
2.47,168.03
2.48,217.66
2.49,207.07
2.5,200.84
2.51,194.35
2.52,188.32
2.53,182.48
2.54,181.67
2.55,183.88
2.56,184.65
2.57,184.5
2.58,183.5
2.59,182.51
2.6,181.67
2.61,181.92
2.62,181.65
2.63,181.34
2.64,181.33
2.65,182.02
2.66,183.76
2.67,187.41
2.68,194.77
2.69,206.45
2.7,222.29
2.71,237.7
2.72,250.4
2.73,260.06
2.74,263.79
2.75,261.63
2.76,257.62
2.77,253.6
2.78,249.59
2.79,245.57
2.8,241.56
2.81,237.55
2.82,233.53
2.83,229.52
2.84,225.5
2.85,216.46
2.86,208.02
2.87,198.04
2.88,187.78
2.89,177.74
2.9,171.8
2.91,168.86
2.92,168.52
2.93,171.01
2.94,174.79
2.95,178.84
2.96,184.42
2.97,187.54
2.98,184.7
2.99,183.23
3,184.55
3.01,190.11
3.02,200.46
3.03,214.89
3.04,231.7
3.05,248.17
3.06,261.08
3.07,273.38
3.08,284.13
3.09,287
3.1,210.24
3.11,179.48
3.12,181.74
3.13,184.01
3.14,186.27
3.15,188.53
3.16,190.8
3.17,193.06
3.18,195.33
3.19,197.59
3.2,199.85
3.21,191.05
3.22,176.55
3.23,165.29
3.24,162.48
3.25,169.4
3.26,178.9
3.27,188.39
3.28,197.89
3.29,207.39
3.3,216.88
3.31,226.38
3.32,235.88
3.33,245.38
3.34,254.87
3.35,264.37
3.36,273.87
3.37,278.66
3.38,281.6
3.39,284.32
