onset,amplitude
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,298.03
0.16,306.3
0.17,309.74
0.18,312.89
0.19,312.71
0.2,312.73
0.21,309.65
0.22,313.09
0.23,316.53
0.24,319.97
0.25,323.42
0.26,326.86
0.27,330.3
0.28,333.74
0.29,337.18
0.3,340.62
0.31,344.06
0.32,347.5
0.33,350.94
0.34,353.65
0.35,347.73
0.36,345.01
0.37,340.27
0.38,335.96
0.39,332.28
0.4,324.72
0.41,327.29
0.42,329.87
0.43,332.45
0.44,335.03
0.45,337.6
0.46,340.18
0.47,342.76
0.48,345.44
0.49,348.64
0.5,349.19
0.51,350.38
0.52,351.17
0.53,352.67
0.54,350.68
0.55,342.99
0.56,330.81
0.57,322.54
0.58,313
0.59,301.36
0.6,289.71
0.61,261.55
0.62,154.4
0.63,268.53
0.64,261.27
0.65,254.12
0.66,248.94
0.67,244.38
0.68,240.3
0.69,234.4
0.7,227.74
0.71,224.59
0.72,221.69
0.73,220.85
0.74,218.55
0.75,215.49
0.76,210.87
0.77,205.55
0.78,202.37
0.79,201.99
0.8,201.93
0.81,200.35
0.82,197.4
0.83,184.05
0.84,170.7
0.85,157.35
0.86,143.99
0.87,130.64
0.88,144.38
0.89,242.84
0.9,242.63
0.91,241.87
0.92,240.83
0.93,239.22
0.94,236.84
0.95,234.22
0.96,231.49
0.97,228.98
0.98,224.92
0.99,219.42
1,216.89
1.01,219.41
1.02,221.92
1.03,228.34
1.04,242.51
1.05,240.38
1.06,238.81
1.07,236.48
1.08,235.22
1.09,234.78
1.1,235.11
1.11,234.85
1.12,234.74
1.13,235.74
1.14,235.97
1.15,236.06
1.16,236.25
1.17,237
1.18,239.13
1.19,241.96
1.2,209.01
1.21,116.98
1.22,120.97
1.23,123.06
1.24,125.15
1.25,127.24
1.26,129.33
1.27,131.42
1.28,133.51
1.29,135.6
1.3,137.69
1.31,139.78
1.32,141.87
1.33,143.96
1.34,146.05
1.35,148.14
1.36,150.23
1.37,152.32
1.38,154.4
1.39,156.49
1.4,158.58
1.41,160.67
1.42,162.76
1.43,164.85
1.44,166.94
1.45,169.03
1.46,171.12
1.47,173.21
1.48,175.3
1.49,177.39
1.5,179.48
1.51,181.57
1.52,183.66
1.53,185.75
1.54,187.84
1.55,189.93
1.56,192.02
1.57,194.11
1.58,196.2
1.59,198.28
1.6,200.37
1.61,202.46
1.62,204.55
1.63,206.64
1.64,208.73
1.65,210.82
1.66,212.91
1.67,215
1.68,217.09
1.69,219.18
1.7,221.27
1.71,223.36
1.72,225.45
1.73,227.54
1.74,229.63
1.75,229.94
1.76,228.25
1.77,226.51
1.78,224.14
1.79,223.72
1.8,225.09
1.81,228.97
1.82,234.19
1.83,239.38
1.84,244.45
1.85,248.82
1.86,252.79
1.87,259.84
1.88,267.19
1.89,268.88
1.9,266.89
1.91,263.88
1.92,257.37
1.93,248.11
1.94,240.88
1.95,233.68
1.96,227.05
1.97,222.75
1.98,218.96
1.99,216.32
2,214.02
2.01,211.5
2.02,208.76
2.03,205.87
2.04,203.25
2.05,200.9
2.06,199.25
2.07,198.31
2.08,198.77
2.09,201.94
2.1,205.67
2.11,210.47
2.12,216.56
2.13,225.54
2.14,233.85
2.15,237.46
2.16,241.06
2.17,244.67
2.18,248.28
2.19,251.88
2.2,255.49
2.21,259.1
2.22,262.7
2.23,266.31
2.24,269.91
2.25,273.52
2.26,277.13
2.27,280.73
2.28,284.34
2.29,287.95
2.3,291.55
2.31,295.16
2.32,298.76
2.33,302.37
2.34,305.98
2.35,309.58
2.36,313.19
2.37,316.8
2.38,320.4
2.39,324.01
2.4,327.61
2.41,331.22
2.42,334.83
2.43,338.43
2.44,342.04
2.45,345.65
2.46,348.71
2.47,350.18
2.48,351.76
2.49,352.8
2.5,356.17
2.51,361.1
2.52,261.02
2.53,185.87
2.54,188.19
2.55,190.58
2.56,192.15
2.57,192.83
2.58,192.9
2.59,191.87
2.6,189.77
2.61,186.51
2.62,290.63
2.63,355.89
2.64,343.84
2.65,326.3
2.66,306.37
2.67,290.73
2.68,278.62
2.69,263.87
2.7,245.25
2.71,227.89
2.72,218.76
2.73,212.99
2.74,204.27
2.75,195.09
2.76,188.33
2.77,182.27
2.78,175.52
2.79,169.58
2.8,165.14
2.81,163.43
2.82,163.61
2.83,163.56
2.84,163.51
2.85,164.1
2.86,166.69
2.87,169.73
2.88,180.81
2.89,191.22
2.9,197.04
2.91,201.88
2.92,206.72
2.93,211.55
2.94,216.39
2.95,221.23
2.96,226.07
2.97,230.91
2.98,235.74
2.99,240.58
3,245.42
3.01,250.26
3.02,255.1
3.03,259.94
3.04,264.77
3.05,269.61
3.06,274.45
3.07,279.29
3.08,284.13
3.09,288.97
3.1,293.8
3.11,298.64
3.12,303.48
3.13,308.32
3.14,313.16
3.15,318
3.16,322.83
3.17,327.67
3.18,332.51
3.19,337.35
3.2,334.34
3.21,331.12
3.22,329.57
3.23,329.56
3.24,333
3.25,337.04
3.26,340.95
3.27,345.65
3.28,349.38
3.29,350.43
3.3,351.5
3.31,350.04
3.32,347.67
3.33,345.01
3.34,341.43
3.35,336.81
3.36,332.45
3.37,329.13
3.38,327.73
3.39,326.04
3.4,326.26
3.41,329.46
3.42,336.25
